Maker,Model,Adv_year,Adv_month,Color,Reg_year,Bodytype,Runned_Miles,Engin_size,Gearbox,Fuel_type,Price,Seat_num,Door_num,issue,issue_id,Adv_day,breakdown_date,repair_complexity,repair_cost,repair_hours,Claim,category_anomaly,repair_date
Citroen,C4,2018,4,Silver,2012,Hatchback,55000,1.6L,Manual,Petrol,4799,5,5,Gear Box Issue,0,11,4/11/18,2,415.7198639,431.6990436,1,0,4/28/18
Ford,Fusion,2017,11,Silver,2005,Hatchback,98000,1.4L,Manual,Diesel,1289,5,5,Starter Motor Issue,0,3,11/3/17,1,234.363713,254.3299575,1,0,11/6/17
Ford,Mondeo,2018,7,Blue,2007,Hatchback,136000,2.2L,Manual,Diesel,1495,5,5,Steering Wheel Shaking,0,19,7/19/18,1,21.495,1,0,0,7/19/18
Ferrari,488,2018,5,Red,2017,Convertible,1582,3.9L,Automatic,Petrol,264990,2,2,Sensor Malfunction,0,4,5/4/18,3,13429.5,9,0,0,5/6/18
Ford,Focus,2018,3,Gelb,2016,Hatchback,32330,1.5L,Manual,Diesel,10770,5,5,Transmission Issue,1,11,3/11/18,1,112.31,4,1,1,3/12/18
Citroen,Berlingo,2018,3,Brown,2014,MPV,29000,1.6L,Automatic,Diesel,8689,5,5,Radiator Leaking,0,27,3/27/18,2,253.78,4,0,0,3/28/18
Ford,Ka,2018,7,Silver,2009,Hatchback,80000,1.2L,Manual,Petrol,2395,4,3,Steering Wheel Shaking,0,16,7/16/18,1,22.395,1,0,0,7/16/18
Ford,Grand C-Max,2018,5,White,2011,MPV,74000,1.6L,Manual,Diesel,6495,7,5,Gear Box Issue,0,19,5/19/18,1,104.95,2,0,0,5/19/18
Citroen,C4 Cactus,2018,4,Gelb,2018,Hatchback,10,1.6L,Automatic,Diesel,13495,5,5,Excessive Emissions,0,4,4/4/18,2,52.1455,2,1,1,4/4/18
Ford,Mondeo,2018,5,White,2012,Estate,32809,2.0L,Manual,Diesel,8451,5,5,Windscreen Crack,0,2,5/2/18,1,25.0706,1,0,0,5/2/18
Ford,Fiesta,2018,1,Silver,2005,Hatchback,69000,1.4L,Manual,Petrol,1289,5,0,Warning Light,0,5,1/5/18,1,192.89,9,1,0,1/7/18
Citroen,DS4,2018,3,Grey,2013,Hatchback,71000,1.6L,Manual,Diesel,6825,5,5,Brake Pads Worn,0,28,3/28/18,2,83.4125,4,0,0,3/29/18
Abarth,595,2021,5,Grey,2019,Hatchback,12330,1.4L,Manual,Petrol,16941,4,3,Engine Issue,2,2,5/2/21,2,3181.15,32,0,0,5/10/21
Fiat,Grande Punto,2018,5,Grey,2006,Hatchback,72000,1.2L,Manual,Petrol,990,5,5,Warning Light,0,2,5/2/18,1,189.9,9,0,0,5/4/18
Ford,Ka+,2018,7,Blue,2017,Hatchback,17432,1.2L,Manual,Petrol,7690,5,5,Windscreen Crack,0,26,7/26/18,1,24.614,1,0,0,7/26/18
Ford,Mondeo,2018,8,Black,2005,Hatchback,104123,1.8L,Manual,Petrol,1000,5,5,Gear Box Issue,0,20,8/20/18,1,50,2,0,0,8/20/18
Fiat,500L,2018,5,Multicolour,2013,MPV,19045,1.6L,Manual,Diesel,7990,5,5,Engine Issue,1,3,5/3/18,1,1758,8,0,0,5/5/18
Citroen,DS4,2018,4,Red,2013,Hatchback,58982,1.6L,Manual,Diesel,6500,5,5,Gear Box Issue,0,1,4/1/18,2,145,4,0,0,4/2/18
Ford,Mondeo,2018,4,Grey,2008,Estate,85000,2.0L,Manual,Diesel,4195,5,5,Tyre Alignment,0,11,4/11/18,1,10.4195,0.5,0,0,4/11/18
Fiat,500,2021,5,Red,2019,Hatchback,6973,1.2L,Automatic,Petrol,11750,4,3,Gear Box Issue,0,24,5/24/21,1,157.5,2,0,0,5/24/21
Ford,Fiesta,2018,4,White,2015,Hatchback,45000,1.25L,Manual,Petrol,6995,5,3,Starter Motor Issue,0,10,4/10/18,1,129.95,3,0,0,4/10/18
Chevrolet,Spark,2018,8,Blue,2011,Hatchback,49000,1.2L,Manual,Petrol,2750,5,5,Sensor Malfunction,0,13,8/13/18,1,197.5,3,0,0,8/13/18
Citroen,C4 Cactus,2018,2,Purple,2016,Hatchback,6551,1.2L,Manual,Petrol,10995,5,5,Brake Pads Worn,0,12,2/12/18,2,85.4975,4,0,0,2/13/18
Ford,Kuga,2018,8,White,2014,SUV,49000,1.6L,Manual,Petrol,12000,5,5,Windscreen Crack,0,19,8/19/18,1,27.2,1,0,0,8/19/18
Ford,Grand C-Max,2018,3,Blue,2013,MPV,33153,1.6L,Manual,Diesel,8698,7,5,Gear Box Issue,0,10,3/10/18,1,126.98,2,0,0,3/10/18
Citroen,Grand C4 Picasso,2018,7,Silver,2014,MPV,37501,1.6L,Manual,Diesel,10914,7,5,Warning Light,0,6,7/6/18,2,469.14,18,0,0,7/10/18
Ford,Ranger,2018,8,Gelb,2017,Pickup,8000,3.2L,Automatic,Diesel,26500,5,4,Radiator Leaking,0,1,8/1/18,1,570,2,1,1,8/1/18
Ford,Fiesta,2018,7,Red,2017,Hatchback,7939,1.1L,Manual,Petrol,11300,5,3,Steering Wheel Shaking,0,24,7/24/18,1,31.3,1,0,0,7/24/18
Ford,Mondeo,2018,5,Silver,2015,Estate,46147,2.0L,Manual,Diesel,13495,5,5,Radiator Leaking,0,5,5/5/18,1,309.9,2,0,0,5/5/18
Fiat,500,2018,7,Grey,2014,Hatchback,33000,1.2L,Manual,Petrol,5650,4,3,Engine Issue,1,11,7/11/18,1,1290,8,0,0,7/13/18
Ford,Galaxy,2018,8,White,2008,MPV,82543,1.8L,Manual,Diesel,4500,7,5,Starter Motor Issue,0,12,8/12/18,1,105,3,0,0,8/12/18
Ford,Ka,2018,4,Gelb,2015,Hatchback,35119,1.2L,Manual,Petrol,4980,4,3,Steering Wheel Shaking,0,9,4/9/18,1,24.98,1,1,1,4/9/18
Dacia,Duster,2021,4,White,2019,SUV,16883,1.6L,Manual,Petrol,9699,5,5,Gear Box Issue,0,27,4/27/21,1,136.99,2,0,0,4/27/21
Ford,Focus,2018,8,Blue,2008,Hatchback,123000,1.6L,Manual,Petrol,1895,5,5,Alternator Failing,0,26,8/26/18,1,354.7642453,2,1,0,8/26/18
Fiat,500,2018,8,Black,2012,Hatchback,34262,1.2L,Manual,Petrol,5150,4,3,Alternator Failing,0,13,8/13/18,1,143,2,0,0,8/13/18
Ford,Kuga,2018,1,Green,2014,SUV,9341,2.0L,Manual,Diesel,11995,5,5,Sensor Malfunction,0,26,1/26/18,1,3172.715238,3,1,0,1/26/18
Citroen,C1,2018,5,Red,2006,Hatchback,32000,1.0L,Manual,Petrol,2795,4,5,Warning Light,0,8,5/8/18,2,387.95,18,0,0,5/12/18
Ford,Ka,2018,7,Red,2011,Hatchback,41948,1.2L,Manual,Petrol,5494,4,3,Gear Box Issue,0,6,7/6/18,1,94.94,2,0,0,7/6/18
Ford,Focus,2018,6,Brown,2014,Hatchback,59534,1.6L,Manual,Diesel,7250,5,5,Flat Tyres,0,3,6/3/18,1,22.175,1,0,0,6/3/18
Ford,Galaxy,2018,2,Red,2008,MPV,84000,1.8L,Manual,Diesel,4500,7,5,Windscreen Crack,0,6,2/6/18,1,22.7,1,0,0,2/6/18
Ford,Ka,2018,8,White,2015,Hatchback,24390,1.2L,Manual,Petrol,4974,4,3,Radiator Leaking,0,21,8/21/18,1,139.48,2,0,0,8/21/18
Ford,Focus,2018,8,Black,2010,Hatchback,97000,1.6L,Manual,Petrol,2570,5,5,Gear Box Issue,0,4,8/4/18,1,65.7,2,0,0,8/4/18
Ford,Fiesta,2018,5,Bronze,2012,Hatchback,38740,1.4L,Automatic,Petrol,6000,5,5,Flat Tyres,0,4,5/4/18,1,21.8,1,0,0,5/4/18
DS,4,2018,1,Purple,2017,Hatchback,-10253,1.6L,Automatic,Diesel,16495,14,0,Sensor Malfunction,0,5,1/5/18,2,944.75,6,1,0,1/6/18
Citroen,DS3 Cabrio,2018,4,Black,2015,Convertible,14588,1.6L,Manual,Diesel,9887,5,2,Steering Wheel Shaking,0,19,4/19/18,2,49.887,2,0,0,4/19/18
Ford,S-Max,2018,5,Gelb,2018,MPV,10,2.0L,Manual,Diesel,25300,7,5,Electrical Issue,1,25,5/25/18,1,65.3,2,1,1,5/25/18
Citroen,DS4,2018,3,White,2015,Hatchback,33606,1.6L,Manual,Diesel,9400,5,5,Transmission Issue,1,12,3/12/18,2,188.2,8,0,0,3/14/18
Ford,Focus,2018,8,Silver,2003,Hatchback,130000,1.6L,Manual,Petrol,350,5,5,Warning Light,0,20,8/20/18,1,183.5,9,0,0,8/22/18
Hyundai,Accent,2018,5,Blue,2000,Hatchback,77000,1.5L,Automatic,Petrol,800,5,5,Gear Box Issue,0,20,5/20/18,1,48,2,0,0,5/20/18
Ford,Ka,2018,5,Black,2015,Hatchback,14705,1.2L,Manual,Petrol,6310,4,3,Warning Light,0,25,5/25/18,1,243.1,9,0,0,5/27/18
Ford,Fiesta,2018,5,Silver,2004,Hatchback,83000,1.4L,Manual,Petrol,895,5,3,Radiator Leaking,0,10,5/10/18,1,57.9,2,0,0,5/10/18
Ford,Mondeo,2018,7,Blue,2005,Hatchback,99000,2.0L,Automatic,Petrol,895,5,5,Starter Motor Issue,0,26,7/26/18,1,68.95,3,0,0,7/26/18
Ford,Kuga,2018,5,Red,2015,SUV,30086,2.0L,Manual,Diesel,11795,5,5,Windscreen Crack,0,22,5/22/18,1,121.5224365,1,1,0,5/22/18
Ford,S-Max,2021,5,Grey,2019,MPV,26950,2.0L,Automatic,Diesel,18000,7,5,Warning Light,0,15,5/15/21,1,360,9,0,0,5/17/21
Ford,Kuga,2018,5,Blue,2009,SUV,86000,2.0L,Manual,Diesel,6735,5,5,Steering Wheel Shaking,0,10,5/10/18,1,154.6062525,1,1,0,5/10/18
Ford,Ka,2018,5,Red,2009,Hatchback,24000,1.2L,Manual,Petrol,4795,4,3,Brake Pads Worn,0,21,5/21/18,1,42.3975,2,0,0,5/21/18
Ford,S-Max,2018,8,Black,2016,MPV,22166,2.0L,Manual,Diesel,15490,17,5,Electrical Issue,5,19,8/19/18,1,382.8701057,234.6063668,1,0,9/16/18
Ford,S-Max,2018,5,Red,2016,Estate,26385,1.5L,Manual,Diesel,18495,16,0,Electrical Issue,2,6,5/6/18,1,46.99,0.5,1,0,5/6/18
Fiat,Tipo,2018,8,White,2016,Hatchback,10743,1.4L,Manual,Petrol,8490,5,5,Brake Pads Worn,0,8,8/8/18,1,44.245,2,0,0,8/8/18
Fiat,500,2018,7,Red,2016,Hatchback,23988,1.2L,Manual,Petrol,7295,4,3,Gear Box Issue,0,11,7/11/18,1,112.95,2,0,0,7/11/18
Ford,Fiesta,2018,8,Silver,2008,Hatchback,85000,1.6L,Automatic,Petrol,2289,5,5,Engine Issue,4,22,8/22/18,1,314.45,10,0,0,8/24/18
Fiat,500,2021,5,Green,2019,Hatchback,8532,1.2L,Manual,Petrol,8995,4,3,Flat Tyres,0,21,5/21/21,1,22.6985,1,0,0,5/21/21
Citroen,C2,2018,5,Red,2004,Hatchback,59000,1.1L,Manual,Petrol,995,4,3,Steering Wheel Shaking,0,5,5/5/18,2,40.995,2,0,0,5/5/18
Ford,Kuga,2018,7,Grey,2009,SUV,103000,2.0L,Manual,Diesel,6595,5,5,Steering Wheel Shaking,0,18,7/18/18,1,26.595,1,0,0,7/18/18
Ferrari,575M,2018,3,Gelb,2003,Coupe,19225,5.8L,Automatic,Petrol,98990,2,2,Steering Wheel Shaking,0,10,3/10/18,3,158.99,3,1,1,3/10/18
Ford,Fiesta,2018,3,Silver,2004,Hatchback,66000,1.25L,Manual,Petrol,1199,5,3,Gear Box Issue,0,19,3/19/18,1,51.99,2,0,0,3/19/18
Honda,HR-V,2018,8,Red,2016,SUV,10731,1.6L,Manual,Diesel,15000,5,5,Alternator Failing,0,2,8/2/18,1,340,2,0,0,8/2/18
Ford,Ranger,2018,3,Grey,2004,Pickup,60350,2.5L,Manual,Diesel,3000,4,4,Radiator Leaking,0,3,3/3/18,1,100,2,0,0,3/3/18
Ford,Fiesta,2018,8,Blue,2015,Hatchback,15083,1.25L,Manual,Petrol,6700,5,3,Tyre Alignment,0,3,8/3/18,1,10.67,0.5,0,0,8/3/18
Ford,Focus,2018,8,Black,2005,Hatchback,141000,1.6L,Manual,Petrol,1295,5,5,Steering Wheel Shaking,0,22,8/22/18,1,21.295,1,0,0,8/22/18
Ford,Mondeo,2018,6,Grey,2012,Hatchback,19000,2.0L,Manual,Diesel,7499,5,5,Engine Issue,3,3,6/3/18,1,989.9,12,0,0,6/6/18
Ford,Grand C-Max,2018,5,Black,2015,MPV,33000,1.6L,Manual,Diesel,8699,7,5,Tyre Alignment,0,6,5/6/18,1,37.60721951,35.13997439,1,0,5/14/18
Dacia,Logan MCV,2018,5,White,2014,Estate,56000,1.2L,Manual,Petrol,3700,5,5,Gear Box Issue,0,27,5/27/18,1,423.6661319,2,1,0,5/27/18
Bentley,Mulsanne,2018,2,Black,2016,Saloon,6161,6.75L,Automatic,Petrol,132950,5,4,Tyre Alignment,0,27,2/27/18,3,43.295,1.5,0,0,2/27/18
Ford,Focus,2018,7,Grey,2010,Hatchback,60683,1.6L,Manual,Petrol,4895,5,5,Steering Wheel Shaking,0,23,7/23/18,1,24.895,1,0,0,7/23/18
Ford,C-Max,2018,4,Black,2013,MPV,64000,1.6L,Manual,Diesel,6495,5,5,Brake Pads Worn,0,25,4/25/18,1,228.709364,2,1,0,4/25/18
Citroen,C4 Cactus,2017,11,White,2017,Hatchback,2496,1.2L,Manual,Petrol,10495,5,5,Windscreen Crack,0,5,11/5/17,2,46.297,2,0,0,11/5/17
Fiat,500,2017,12,Black,2012,Hatchback,51000,1.2L,Manual,Petrol,4995,4,3,Transmission Issue,1,2,12/2/17,1,94.985,4,0,0,12/3/17
Fiat,500,2018,6,Green,2014,Hatchback,17845,1.2L,Manual,Petrol,5595,4,3,Excessive Emissions,0,13,6/13/18,1,25.0355,1,0,0,6/13/18
Citroen,DS3,2018,8,Blue,2014,Hatchback,65594,1.6L,Manual,Petrol,6233,5,3,Steering Wheel Shaking,0,20,8/20/18,2,46.233,2,0,0,8/20/18
Fiat,500C,2017,11,Blue,2014,Convertible,36000,0.9L,Automatic,Petrol,8500,4,2,Brake Pads Worn,0,2,11/2/17,1,44.25,2,0,0,11/2/17
Citroen,C4,2018,8,Silver,2007,Hatchback,108000,1.4L,Manual,Petrol,995,5,5,Transmission Issue,3,6,8/6/18,2,328.955,16,0,0,8/10/18
Citroen,DS4,2018,5,Bronze,2013,Hatchback,40700,1.6L,Automatic,Diesel,6450,5,5,Warning Light,0,14,5/14/18,2,424.5,18,0,0,5/18/18
Ford,EcoSport,2020,9,Blue,2019,SUV,15000,1.0L,Manual,Petrol,14499,5,5,Warning Light,0,26,9/26/20,1,324.99,9,0,0,9/28/20
Honda,Civic,2018,4,Red,2005,Hatchback,103000,1.4L,Manual,Petrol,799,5,5,Warning Light,0,2,4/2/18,1,187.99,9,0,0,4/4/18
Ford,Focus,2018,8,Blue,2009,Hatchback,65000,2.0L,Automatic,Diesel,4690,5,5,Warning Light,0,22,8/22/18,1,226.9,9,0,0,8/24/18
Citroen,C4,2018,8,Black,2008,Hatchback,85000,1.6L,Manual,Petrol,999,5,5,Radiator Leaking,0,11,8/11/18,2,345.3529479,4,1,0,8/12/18
Honda,Jazz,2018,3,Silver,2003,Hatchback,98000,1.4L,Manual,Petrol,1195,5,5,Excessive Emissions,0,4,3/4/18,1,21.0755,1,0,0,3/4/18
Honda,Civic,2018,7,Blue,2004,Hatchback,97000,1.6L,Automatic,Petrol,1000,5,5,Warning Light,0,18,7/18/18,1,190,9,0,0,7/20/18
Chrysler,Grand Voyager,2018,4,Silver,2003,MPV,81235,2.5L,Manual,Diesel,1495,7,5,Starter Motor Issue,0,9,4/9/18,3,194.95,9,0,0,4/11/18
Citroen,C4 Cactus,2020,3,White,2019,Hatchback,3818,1.2L,Manual,Petrol,12990,5,5,Flat Tyres,0,23,3/23/20,2,43.897,2,0,0,3/23/20
Ford,Mondeo,2018,8,Black,2008,Hatchback,120000,2.0L,Manual,Diesel,1495,5,5,Tyre Alignment,0,16,8/16/18,1,10.1495,0.5,0,0,8/16/18
Ford,Fiesta,2018,8,Blue,2008,Hatchback,99388,1.4L,Manual,Petrol,1995,5,5,Engine Issue,4,14,8/14/18,1,299.75,10,0,0,8/16/18
Citroen,C4,2018,4,Silver,2008,Hatchback,73000,1.6L,Automatic,Petrol,2395,5,5,Transmission Issue,1,1,4/1/18,2,167.185,8,0,0,4/3/18
Ford,Galaxy,2018,5,Blue,2016,MPV,3835,2.0L,Automatic,Diesel,22791,7,5,Steering Wheel Shaking,0,17,5/17/18,1,42.791,1,0,0,5/17/18
Ford,Focus,2018,8,Brown,2014,Hatchback,45000,1.6L,Manual,Diesel,7298,5,5,Transmission Issue,2,24,8/24/18,1,111.086,3,0,0,8/24/18
Ford,Kuga,2018,5,Orange,2015,SUV,36089,2.0L,Manual,Diesel,11391,5,5,Electrical Issue,3,2,5/2/18,1,76.955,1,0,0,5/2/18
Ford,Fiesta,2018,8,Silver,2015,Hatchback,56332,1.5L,Manual,Diesel,6483,5,5,Steering Wheel Shaking,0,10,8/10/18,1,26.483,1,0,0,8/10/18
Ford,B-Max,2018,5,Gelb,2015,MPV,26610,1.6L,Automatic,Petrol,7720,5,5,Transmission Issue,3,9,5/9/18,1,229.48,8,1,1,5/11/18
Citroen,Berlingo,2021,4,Grey,2019,MPV,27000,1.5L,Manual,Diesel,14275,7,5,Transmission Issue,3,15,4/15/21,2,448.475,16,0,0,4/19/21
Chrysler,300C,2018,5,Black,2008,Saloon,75000,3.0L,Automatic,Diesel,5995,5,4,Steering Wheel Shaking,0,12,5/12/18,3,65.995,3,0,0,5/12/18
Honda,CR-V,2018,3,Red,2014,SUV,30000,2.0L,Automatic,Petrol,14795,5,5,Windscreen Crack,0,21,3/21/18,1,28.877,1,0,0,3/21/18
Fiat,500,2018,6,White,2009,Hatchback,55000,1.4L,Manual,Petrol,3990,4,3,Tyre Alignment,0,3,6/3/18,1,10.399,0.5,0,0,6/3/18
Ford,Focus,2018,3,Silver,2005,Hatchback,70000,1.8L,Manual,Diesel,1795,5,5,Flat Tyres,0,26,3/26/18,1,20.5385,1,0,0,3/26/18
Fiat,500L,2018,6,Yellow,2015,MPV,14640,1.3L,Manual,Diesel,8899,5,5,Warning Light,0,27,6/27/18,1,268.99,9,0,0,6/29/18
Citroen,Grand C4 Picasso,2018,5,Grey,2008,MPV,153000,1.6L,Manual,Petrol,1995,7,5,Gear Box Issue,0,9,5/9/18,2,99.95,4,0,0,5/10/18
Ford,EcoSport,2021,1,Red,2019,SUV,6483,1.5L,Manual,Diesel,15699,5,5,Tyre Alignment,0,24,1/24/21,1,11.5699,0.5,0,0,1/24/21
Chevrolet,Aveo,2018,3,Silver,2009,Hatchback,54000,1.2L,Manual,Petrol,2150,5,5,Steering Wheel Shaking,0,21,3/21/18,1,22.15,1,0,0,3/21/18
Ford,Kuga,2017,5,Green,2015,SUV,19908,1.5L,Manual,Petrol,11695,5,5,Tyre Alignment,0,18,5/18/17,1,11.1695,0.5,0,0,5/18/17
Ford,Fiesta,2018,5,White,2017,Hatchback,6033,1.25L,Manual,Petrol,9250,5,3,Gear Box Issue,0,25,5/25/18,1,132.5,2,0,0,5/25/18
Ford,Focus,2018,5,Gelb,2016,Hatchback,41130,1.6L,Manual,Diesel,9000,5,5,Windscreen Crack,0,14,5/14/18,1,25.4,1,1,1,5/14/18
Fiat,500C,2018,3,White,2013,Convertible,32491,1.2L,Manual,Petrol,5997,4,2,Tyre Alignment,0,28,3/28/18,1,10.5997,0.5,0,0,3/28/18
Honda,CR-V,2018,4,Grey,2011,SUV,87000,2.2L,Manual,Diesel,7390,5,5,Warning Light,0,7,4/7/18,1,253.9,9,0,0,4/9/18
Dacia,Duster,2021,5,Blue,2019,SUV,9171,1.6L,Manual,Petrol,13490,5,5,Starter Motor Issue,0,28,5/28/21,1,194.9,3,0,0,5/28/21
Ford,Ka,2018,5,Red,2015,Hatchback,44965,1.2L,Manual,Petrol,5395,4,3,Alternator Failing,0,21,5/21/18,1,147.9,2,0,0,5/21/18
Citroen,C5,2018,8,Grey,2010,Saloon,46375,2.0L,Manual,Diesel,5490,5,4,Excessive Emissions,0,6,8/6/18,2,44.941,2,0,0,8/6/18
Ford,S-Max,2017,11,Grey,2017,MPV,7000,2.0L,Manual,Diesel,20500,7,5,Brake Pads Worn,0,10,11/10/17,1,50.25,2,0,0,11/10/17
Citroen,DS3 Cabrio,2018,5,Silver,2013,Convertible,36003,1.6L,Manual,Petrol,6950,5,2,Steering Wheel Shaking,0,15,5/15/18,2,46.95,2,0,0,5/15/18
Honda,CR-V,2018,7,Brown,2012,SUV,30000,2.0L,Automatic,Petrol,11995,5,5,Electrical Issue,3,7,7/7/18,1,79.975,1,0,0,7/7/18
Ford,Focus,2018,2,Gelb,2011,Hatchback,54000,2.5L,Manual,Petrol,22950,4,3,Gear Box Issue,0,26,2/26/18,1,269.5,2,1,1,2/26/18
Ford,C-Max,2018,8,White,2014,MPV,27737,1.6L,Manual,Petrol,8500,5,5,Brake Pads Worn,0,16,8/16/18,1,44.25,2,0,0,8/16/18
Ford,Fiesta,2018,1,Bronze,2014,Hatchback,52100,1.5L,Manual,Diesel,6495,5,5,Gear Box Issue,0,6,1/6/18,1,104.95,2,0,0,1/6/18
Fiat,500,2018,7,Green,2014,Hatchback,27000,1.2L,Manual,Petrol,5390,4,3,Steering Wheel Shaking,0,7,7/7/18,1,25.39,1,0,0,7/7/18
Honda,Civic,2018,5,Red,2011,Hatchback,52001,1.4L,Manual,Petrol,5698,5,5,Electrical Issue,3,13,5/13/18,1,48.49,1,0,0,5/13/18
Citroen,C3,2018,8,Black,2012,Hatchback,44534,1.4L,Manual,Diesel,4265,5,5,Engine Issue,2,10,8/10/18,2,1279.75,32,0,0,8/18/18
Citroen,C4,2018,8,Silver,2006,Hatchback,28000,1.6L,Manual,Diesel,2995,5,5,Transmission Issue,1,23,8/23/18,2,168.985,8,0,0,8/25/18
Ford,Fiesta,2018,7,Gelb,2006,Hatchback,-14357,1.4L,Manual,Diesel,995,5,5,Gear Box Issue,0,7,7/7/18,1,49.95,2,1,1,7/7/18
Ford,Transit Custom,2021,6,White,2019,Combi Van,24000,2.0L,Automatic,Diesel,26995,5,5,Radiator Leaking,0,1,6/1/21,1,579.9,2,0,0,6/1/21
Chevrolet,Tacuma,2018,2,Blue,2007,MPV,73000,1.6L,Manual,Petrol,300,5,5,Brake Pads Worn,0,13,2/13/18,1,40.15,2,0,0,2/13/18
Honda,CR-V,2018,5,Blue,2018,SUV,5121,1.6L,Manual,Diesel,20989,5,5,Alternator Failing,0,20,5/20/18,1,459.78,2,0,0,5/20/18
Ford,Ranger,2018,8,Orange,2016,Pickup,15122,3.2L,Manual,Diesel,22794,5,4,Electrical Issue,4,22,8/22/18,1,108.382,2,0,0,8/22/18
Ford,Fiesta,2018,5,Red,2018,Hatchback,1200,1.1L,Manual,Petrol,14000,5,3,Radiator Leaking,0,3,5/3/18,1,320,2,0,0,5/3/18
Fiat,500,2018,8,Grey,2014,Hatchback,27831,1.2L,Manual,Petrol,5300,4,3,Gear Box Issue,0,16,8/16/18,1,93,2,0,0,8/16/18
Ford,Ka,2018,5,White,2011,Hatchback,43672,1.2L,Manual,Petrol,3795,4,3,Radiator Leaking,0,26,5/26/18,1,115.9,2,0,0,5/26/18
Ford,Mondeo,2018,3,Silver,2010,Hatchback,69000,2.0L,Manual,Diesel,3795,5,5,Tyre Alignment,0,6,3/6/18,1,10.3795,0.5,0,0,3/6/18
Ford,Galaxy,2018,4,Blue,2014,MPV,31633,1.6L,Manual,Diesel,12480,7,5,Radiator Leaking,0,16,4/16/18,1,289.6,2,0,0,4/16/18
Dodge,Nitro,2018,5,Black,2008,SUV,16000,2.8L,Manual,Diesel,6972,5,5,Transmission Issue,3,13,5/13/18,4,702.748,32,0,0,5/21/18
Chevrolet,Matiz,2018,8,Blue,2007,Hatchback,37411,1.0L,Manual,Petrol,1495,5,5,Radiator Leaking,0,5,8/5/18,1,69.9,2,0,0,8/5/18
Honda,CR-V,2018,4,Red,2018,Estate,5,1.6L,Manual,Diesel,23850,20,0,Warning Light,0,4,4/4/18,1,418.5,9,1,0,4/6/18
Ford,C-Max,2018,3,Black,2013,MPV,46296,1.6L,Manual,Petrol,7200,5,5,Starter Motor Issue,0,11,3/11/18,1,132,3,0,0,3/11/18
Ford,Kuga,2018,7,Silver,2011,SUV,46292,2.0L,Manual,Diesel,7795,5,5,Steering Wheel Shaking,0,8,7/8/18,1,27.795,1,0,0,7/8/18
Ford,Focus,2018,5,Gelb,2011,Hatchback,51118,1.6L,Manual,Petrol,5900,5,5,Warning Light,0,7,5/7/18,1,239,9,1,1,5/9/18
Fiat,500,2018,7,Green,2014,Hatchback,17000,1.2L,Manual,Petrol,6495,4,3,Starter Motor Issue,0,7,7/7/18,1,124.95,3,0,0,7/7/18
Fiat,500,2021,3,Pink,2019,Hatchback,14949,1.2L,Manual,Petrol,8500,4,3,Gear Box Issue,0,24,3/24/21,1,125,2,0,0,3/24/21
Ford,Focus,2018,2,Brown,2013,Hatchback,35000,1.0L,Manual,Petrol,7000,5,5,Tyre Alignment,0,7,2/7/18,1,10.7,0.5,0,0,2/7/18
Ford,Fusion,2018,5,Green,2003,Hatchback,115500,1.4L,Manual,Petrol,300,5,5,Starter Motor Issue,0,4,5/4/18,1,63,3,0,0,5/4/18
Ford,EcoSport,2018,4,Grey,2017,SUV,14916,1.5L,Manual,Diesel,10750,5,5,Radiator Leaking,0,13,4/13/18,1,1218.503451,2,1,0,4/13/18
Ford,Mondeo,2018,5,White,2015,Estate,120240,2.0L,Manual,Diesel,7944,5,5,Transmission Issue,1,13,5/13/18,1,103.832,4,0,0,5/14/18
Fiat,500C,2018,5,Red,2011,Convertible,38715,1.2L,Manual,Petrol,5990,4,2,Engine Issue,4,19,5/19/18,1,499.5,10,0,0,5/21/18
Ford,Focus,2021,5,Red,2019,Hatchback,10309,1.0L,Manual,Petrol,15000,5,5,Excessive Emissions,0,21,5/21/21,1,33.5,1,0,0,5/21/21
Citroen,DS3 Cabrio,2018,3,Gelb,2013,Convertible,11273,1.6L,Manual,Petrol,7995,5,2,Transmission Issue,3,17,3/17/18,2,391.955,16,1,1,3/21/18
Fiat,Grande Punto,2018,3,Blue,2006,Hatchback,62242,1.2L,Manual,Petrol,1499,5,5,Starter Motor Issue,0,28,3/28/18,1,74.99,3,0,0,3/28/18
Ford,Focus C-Max,2018,8,Blue,2004,MPV,93000,2.0L,Manual,Diesel,1450,5,5,Transmission Issue,1,10,8/10/18,1,84.35,4,0,0,8/11/18
Citroen,C3,2021,4,Red,2019,Hatchback,20860,1.2L,Manual,Petrol,8899,5,5,Alternator Failing,0,19,4/19/21,2,257.98,4,0,0,4/20/21
Dacia,Duster,2018,7,Blue,2018,SUV,16,1.5L,Manual,Diesel,14394,5,5,Engine Issue,3,7,7/7/18,1,1679.4,12,0,0,7/10/18
Ford,Ka,2018,7,Silver,2010,Hatchback,6200,1.2L,Manual,Petrol,5500,4,3,Brake Pads Worn,0,24,7/24/18,1,223.7155641,2,1,0,7/24/18
Ford,S-Max,2018,6,Silver,2014,MPV,23310,2.0L,Manual,Diesel,16799,7,5,Electrical Issue,2,22,6/22/18,1,43.598,0.5,0,0,6/22/18
Citroen,Grand C4 Picasso,2018,5,Black,2014,MPV,25100,1.6L,Automatic,Diesel,12490,7,5,Tyre Alignment,0,3,5/3/18,2,21.249,1,0,0,5/3/18
